"exam_sn","review_sn","question_sn","question_timestamp","binary_res","finish_time","ans_time"
"26610183","117860922","1112","175","0","2024-04-30 08:04:45","685"
"26610184","117860834","1112","175","1","2024-04-30 08:04:54","661"
"26610185","117863669","1118","25","1","2024-04-30 08:04:55","492"
"26610186","117858212","1112","175","0","2024-04-30 08:04:56","1520"
"26610189","117860922","1112","175","1","2024-04-30 08:05:03","685"
"26610191","117863855","1114","20","1","2024-04-30 08:05:07","278"
"26610194","117860283","1113","339","1","2024-04-30 08:05:19","629"
"26610200","117860998","1113","339","1","2024-04-30 08:05:32","417"
"26610205","117860283","1113","339","1","2024-04-30 08:05:54","629"
"26610207","117860287","1113","339","1","2024-04-30 08:05:55","597"
"26610209","117863315","1115","91","1","2024-04-30 08:05:57","552"
"26610216","117864227","1114","20","1","2024-04-30 08:06:05","516"
"26610217","117862334","1112","175","1","2024-04-30 08:06:05","446"
"26610231","117863855","1115","91","1","2024-04-30 08:06:33","278"
"26610263","117864227","1115","91","0","2024-04-30 08:07:32","516"
"26610270","117860904","1112","175","1","2024-04-30 08:07:53","876"
"26610272","117864736","1110","31","1","2024-04-30 08:07:58","1331"
"26610277","117863855","1116","148","1","2024-04-30 08:08:09","278"
"26610303","117860834","1113","339","1","2024-04-30 08:09:09","661"
"26610315","117860619","1113","339","1","2024-04-30 08:09:19","683"
"26610316","117865661","1114","20","1","2024-04-30 08:09:20","30"
"26610325","117865425","1114","20","1","2024-04-30 08:09:28","576"
"26610327","117862334","1113","339","1","2024-04-30 08:09:28","446"
"26610330","117863855","1117","230","1","2024-04-30 08:09:39","278"
"26610331","117860922","1113","339","1","2024-04-30 08:09:40","685"
"26610332","117865661","1114","20","1","2024-04-30 08:09:42","30"
"26610336","117861339","1117","230","1","2024-04-30 08:09:46","627"
"26610341","117863669","1119","130","1","2024-04-30 08:09:55","492"
"26610357","117864736","1111","107","0","2024-04-30 08:10:14","1331"
"26610369","117863315","1116","148","0","2024-04-30 08:10:30","552"
"26610380","117864736","1111","107","1","2024-04-30 08:10:42","1331"
"26610406","117865408","1114","20","1","2024-04-30 08:11:27","379"
"26610407","117865425","1115","91","1","2024-04-30 08:11:29","576"
"26610410","117863315","1116","148","1","2024-04-30 08:11:33","552"
"26610414","117866961","1115","91","1","2024-04-30 08:11:35","897"
"26610415","117863669","1120","202","1","2024-04-30 08:11:36","492"
"26610422","117864227","1116","148","0","2024-04-30 08:11:43","516"
"26610430","117863669","1120","202","1","2024-04-30 08:11:52","492"
"26610445","117858212","1113","339","1","2024-04-30 08:12:13","1520"
"26610474","117863669","1121","211","0","2024-04-30 08:12:48","492"
"26610482","117865408","1115","91","1","2024-04-30 08:12:57","379"
"26610484","117863669","1121","211","1","2024-04-30 08:12:57","492"
"26610491","117862126","1112","175","0","2024-04-30 08:13:06","965"
"26610499","117868470","1114","20","0","2024-04-30 08:13:19","641"
"26610504","117863315","1117","230","1","2024-04-30 08:13:22","552"
"26610506","117868438","1118","25","1","2024-04-30 08:13:25","306"
"26610512","117860904","1113","339","1","2024-04-30 08:13:32","876"
"26610517","117868470","1114","20","1","2024-04-30 08:13:35","641"
"26610538","117867524","1114","20","1","2024-04-30 08:13:59","414"
"26610540","117865425","1116","148","1","2024-04-30 08:13:59","576"
"26610543","117864736","1112","175","0","2024-04-30 08:14:00","1331"
"26610553","117864736","1112","175","1","2024-04-30 08:14:22","1331"
"26610572","117864227","1117","230","1","2024-04-30 08:14:35","516"
"26610601","117865408","1116","148","0","2024-04-30 08:15:03","379"
"26610613","117869901","1114","20","1","2024-04-30 08:15:15","507"
"26610617","117868528","1112","175","0","2024-04-30 08:15:18","19"
"26610620","117866961","1115","91","1","2024-04-30 08:15:21","897"
"26610625","117868528","1112","175","1","2024-04-30 08:15:26","19"
"26610647","117869831","1114","20","1","2024-04-30 08:15:55","512"
"26610654","117867524","1115","91","1","2024-04-30 08:16:09","414"
"26610659","117868470","1115","91","1","2024-04-30 08:16:12","641"
"26610667","117868438","1119","130","1","2024-04-30 08:16:23","306"
"26610685","117866961","1116","148","1","2024-04-30 08:16:42","897"
"26610697","117868400","1114","20","1","2024-04-30 08:16:56","603"
"26610708","117864750","1118","25","1","2024-04-30 08:17:14","459"
"26610714","117862126","1113","339","1","2024-04-30 08:17:20","965"
"26610732","117865408","1117","230","1","2024-04-30 08:17:41","379"
"26610733","117869831","1115","91","1","2024-04-30 08:17:43","512"
"26610740","117871715","1114","20","1","2024-04-30 08:17:50","585"
"26610755","117868438","1120","202","1","2024-04-30 08:18:05","306"
"26610756","117867524","1115","91","1","2024-04-30 08:18:06","414"
"26610757","117869901","1115","91","1","2024-04-30 08:18:07","507"
"26610771","117868438","1121","211","1","2024-04-30 08:18:23","306"
"26610772","117866961","1117","230","0","2024-04-30 08:18:23","897"
"26610781","117865425","1117","230","1","2024-04-30 08:18:32","576"
"26610783","117872327","1118","25","1","2024-04-30 08:18:34","337"
"26610817","117867524","1116","148","1","2024-04-30 08:19:10","414"
"26610842","117868470","1116","148","1","2024-04-30 08:19:37","641"
"26610884","117873370","1114","20","1","2024-04-30 08:20:00","21"
"26610898","117869901","1116","148","0","2024-04-30 08:20:09","507"
"26610899","117871715","1115","91","1","2024-04-30 08:20:10","585"
"26610936","117867524","1117","230","1","2024-04-30 08:20:43","414"
"26610938","117868400","1115","91","1","2024-04-30 08:20:45","603"
"26610944","117864750","1119","130","1","2024-04-30 08:20:50","459"
"26610958","117874519","1114","20","1","2024-04-30 08:21:06","535"
"26610981","117869831","1116","148","1","2024-04-30 08:21:26","512"
"26611004","117874797","1114","20","1","2024-04-30 08:21:47","589"
"26611038","117868400","1116","148","0","2024-04-30 08:22:26","603"
"26611043","117866961","1117","230","1","2024-04-30 08:22:29","897"
"26611044","117872327","1119","130","1","2024-04-30 08:22:29","337"
"26611082","117876026","1118","25","1","2024-04-30 08:23:05","268"
"26611109","117869901","1117","230","1","2024-04-30 08:23:37","507"
"26611110","117868400","1116","148","1","2024-04-30 08:23:38","603"
"26611117","117874519","1115","91","0","2024-04-30 08:23:44","535"
"26611127","117872327","1120","202","1","2024-04-30 08:23:50","337"
"26611135","117868470","1117","230","1","2024-04-30 08:23:56","641"
"26611139","117866961","1116","148","0","2024-04-30 08:24:00","897"
"26611143","117872327","1121","211","1","2024-04-30 08:24:07","337"
"26611153","117869831","1117","230","1","2024-04-30 08:24:15","512"
"26611155","117871715","1116","148","1","2024-04-30 08:24:17","585"
"26611168","117864750","1120","202","1","2024-04-30 08:24:26","459"
"26611194","117864750","1121","211","1","2024-04-30 08:24:49","459"
"26611232","117876026","1119","130","1","2024-04-30 08:25:42","268"
"26611238","117875350","1120","202","1","2024-04-30 08:25:50","15"
"26611245","117876362","1118","25","1","2024-04-30 08:25:59","31"
"26611247","117875350","1121","211","1","2024-04-30 08:26:02","15"
"26611256","117866961","1117","230","1","2024-04-30 08:26:18","897"
"26611265","117874797","1116","148","1","2024-04-30 08:26:24","589"
"26611278","117879227","1118","25","1","2024-04-30 08:26:48","312"
"26611282","117868400","1117","230","1","2024-04-30 08:26:53","603"
"26611283","117874519","1115","91","0","2024-04-30 08:26:54","535"
"26611294","117876026","1120","202","0","2024-04-30 08:27:09","268"
"26611308","117871715","1117","230","1","2024-04-30 08:27:23","585"
"26611309","117876026","1121","211","1","2024-04-30 08:27:28","268"
"26611348","117880325","1118","25","1","2024-04-30 08:28:20","4"
"26611400","117864736","1113","339","1","2024-04-30 08:29:35","1331"
"26611421","117874519","1116","148","0","2024-04-30 08:29:55","535"
"26611443","117879227","1119","130","1","2024-04-30 08:30:26","312"
"26611478","117874797","1117","230","1","2024-04-30 08:31:18","589"
"26611503","117879227","1120","202","0","2024-04-30 08:31:55","312"
"26616487","117969776","1114","20","1","2024-04-30 12:34:41","272"
"26616492","117969773","1110","31","0","2024-04-30 12:35:30","72"
"26616496","117969776","1115","91","1","2024-04-30 12:35:54","272"
"26616497","117969915","1118","25","1","2024-04-30 12:35:58","437"
"26616500","117969773","1110","31","1","2024-04-30 12:36:18","72"
"26616503","117969776","1116","148","1","2024-04-30 12:36:57","272"
"26616509","117970139","1110","31","1","2024-04-30 12:37:31","387"
"26616514","117970237","1118","25","1","2024-04-30 12:37:58","480"
"26616519","117970461","1121","211","0","2024-04-30 12:38:42","2"
"26616520","117970218","1110","31","1","2024-04-30 12:38:48","84"
"26616522","117970139","1111","107","1","2024-04-30 12:38:55","387"
"26616523","117970407","1118","25","1","2024-04-30 12:38:57","644"
"26616524","117969717","1119","130","1","2024-04-30 12:39:00","252"
"26616525","117970246","1110","31","1","2024-04-30 12:39:02","360"
"26616526","117969776","1117","230","1","2024-04-30 12:39:08","272"
"26616530","117970480","1112","175","0","2024-04-30 12:39:19","216"
"26616532","117970445","1118","25","1","2024-04-30 12:39:22","578"
"26616537","117970218","1111","107","1","2024-04-30 12:40:09","84"
"26616539","117969915","1119","130","1","2024-04-30 12:40:15","437"
"26616541","117970851","1114","20","1","2024-04-30 12:40:20","345"
"26616549","117970139","1112","175","1","2024-04-30 12:40:40","387"
"26616550","117970246","1111","107","1","2024-04-30 12:40:42","360"
"26616556","117969915","1120","202","1","2024-04-30 12:41:38","437"
"26616559","117970851","1115","91","1","2024-04-30 12:41:53","345"
"26616560","117970246","1112","175","1","2024-04-30 12:42:01","360"
"26616562","117970480","1113","339","1","2024-04-30 12:42:23","216"
"26616563","117969717","1120","202","1","2024-04-30 12:42:30","252"
"26616565","117969717","1121","211","1","2024-04-30 12:42:50","252"
"26616567","117969915","1120","202","1","2024-04-30 12:42:51","437"
"26616568","117970445","1119","130","1","2024-04-30 12:42:56","578"
"26616572","117969915","1121","211","1","2024-04-30 12:43:09","437"
"26616573","117971235","1119","130","1","2024-04-30 12:43:10","353"
"26616575","117970237","1119","130","1","2024-04-30 12:43:13","480"
"26616582","117970139","1113","339","1","2024-04-30 12:43:49","387"
"26616583","117970407","1119","130","1","2024-04-30 12:43:59","644"
"26616588","117970851","1116","148","1","2024-04-30 12:44:24","345"
"26616590","117970246","1113","339","0","2024-04-30 12:44:54","360"
"26616596","117971549","1118","25","1","2024-04-30 12:45:14","617"
"26616598","117970237","1120","202","1","2024-04-30 12:45:30","480"
"26616603","117970237","1121","211","1","2024-04-30 12:45:53","480"
"26616604","117970851","1117","230","1","2024-04-30 12:46:02","345"
"26616607","117972620","1114","20","1","2024-04-30 12:46:18","8"
"26616624","117970445","1120","202","1","2024-04-30 12:47:29","578"
"26616626","117972697","1114","20","0","2024-04-30 12:47:29","17"
"26616629","117971235","1120","202","1","2024-04-30 12:47:36","353"
"26616630","117972697","1114","20","1","2024-04-30 12:47:39","17"
"26616639","117973012","1115","91","1","2024-04-30 12:48:00","174"
"26616640","117970407","1120","202","1","2024-04-30 12:48:05","644"
"26616649","117970445","1121","211","1","2024-04-30 12:48:54","578"
"26616650","117973786","1114","20","1","2024-04-30 12:48:57","301"
"26616651","117971235","1121","211","0","2024-04-30 12:48:59","353"
"26616654","117973012","1116","148","1","2024-04-30 12:49:08","174"
"26616657","117971554","1120","202","1","2024-04-30 12:49:19","10"
"26616661","117970407","1121","211","1","2024-04-30 12:49:36","644"
"26616668","117974114","1115","91","1","2024-04-30 12:50:13","11"
"26616671","117974424","1118","25","1","2024-04-30 12:50:34","349"
"26616674","117973012","1117","230","1","2024-04-30 12:50:44","174"
"26616676","117973786","1115","91","0","2024-04-30 12:50:54","301"
"26616681","117973712","1118","25","1","2024-04-30 12:51:23","369"
"26616684","117975380","1115","91","1","2024-04-30 12:51:35","2"
"26616688","117971549","1119","130","1","2024-04-30 12:51:54","617"
"26616694","117973786","1116","148","0","2024-04-30 12:52:15","301"
"26616708","117974424","1119","130","1","2024-04-30 12:53:48","349"
"26616709","117975121","1114","20","1","2024-04-30 12:53:50","133"
"26616712","117973786","1117","230","0","2024-04-30 12:53:52","301"
"26616714","117975163","797","123","1","2024-04-30 12:54:02","56"
"26616720","117976146","1118","25","1","2024-04-30 12:54:29","356"
"26616724","117971549","1120","202","1","2024-04-30 12:54:40","617"
"26616730","117973712","1119","130","1","2024-04-30 12:54:58","369"
"26616733","117971549","1121","211","1","2024-04-30 12:55:17","617"
"26616740","117977341","1114","20","0","2024-04-30 12:55:53","2"
"26616741","117975121","1115","91","1","2024-04-30 12:55:53","133"
"26616743","117974424","1120","202","1","2024-04-30 12:55:57","349"
"26616747","117974424","1121","211","1","2024-04-30 12:56:18","349"
"26616757","117977712","1205","315","0","2024-04-30 12:57:02","21"
"26616758","117973712","1120","202","1","2024-04-30 12:57:04","369"
"26616759","117977712","1205","315","1","2024-04-30 12:57:13","21"
"26616760","117973712","1121","211","1","2024-04-30 12:57:28","369"
"26616763","117978157","1114","20","0","2024-04-30 12:57:39","372"
"26616767","117976146","1119","130","1","2024-04-30 12:58:10","356"
"26616772","117978157","1115","91","1","2024-04-30 12:58:55","372"
"26616782","117976146","1120","202","1","2024-04-30 12:59:49","356"
"26616789","117979194","797","123","1","2024-04-30 13:00:17","22"
"26616790","117976146","1121","211","1","2024-04-30 13:00:21","356"
"26616792","117979323","1118","25","0","2024-04-30 13:00:30","5"
"26616797","117979516","1110","31","1","2024-04-30 13:01:02","377"
"26616804","117979828","797","123","1","2024-04-30 13:01:23","858"
"26616806","117978157","1116","148","0","2024-04-30 13:01:25","372"
"26616817","117979516","1111","107","1","2024-04-30 13:02:32","377"
"26616818","117978610","1118","25","1","2024-04-30 13:02:37","387"
"26616825","117980049","1118","25","1","2024-04-30 13:03:23","319"
"26616828","117979516","1112","175","1","2024-04-30 13:03:33","377"
"26616830","117978157","1117","230","0","2024-04-30 13:03:48","372"
"26616833","117979516","1112","175","1","2024-04-30 13:04:07","377"
"26616836","117980372","1119","130","1","2024-04-30 13:04:16","102"
"26616841","117980534","1119","130","1","2024-04-30 13:04:40","105"
"26616844","117980049","1119","130","1","2024-04-30 13:05:28","319"
"26616846","117981425","1110","31","1","2024-04-30 13:05:42","300"
"26616847","117980372","1121","211","0","2024-04-30 13:05:49","102"
"26616849","117980534","1120","202","1","2024-04-30 13:06:02","105"
"26616851","117978610","1119","130","1","2024-04-30 13:06:12","387"
"26616852","117980534","1121","211","1","2024-04-30 13:06:17","105"
"26616856","117980049","1120","202","0","2024-04-30 13:06:53","319"
"26616860","117980049","1120","202","1","2024-04-30 13:07:10","319"
"26616862","117979516","1113","339","1","2024-04-30 13:07:12","377"
"26616865","117980049","1121","211","1","2024-04-30 13:07:24","319"
"26616872","117981425","1111","107","0","2024-04-30 13:07:54","300"
"26616885","117978610","1120","202","1","2024-04-30 13:08:40","387"
"26616886","117981425","1112","175","0","2024-04-30 13:08:42","300"
"26616888","117978610","1121","211","1","2024-04-30 13:08:57","387"
"26616902","117981425","1113","339","0","2024-04-30 13:10:36","300"
"26616922","117984096","1120","202","1","2024-04-30 13:13:05","16"
"26616924","117984096","1121","211","1","2024-04-30 13:13:18","16"
"26616930","117984268","1116","148","1","2024-04-30 13:13:30","133"
"26616941","117984338","1118","25","1","2024-04-30 13:14:28","298"
"26616955","117979828","798","288","1","2024-04-30 13:15:35","858"
"26616956","117984268","1117","230","1","2024-04-30 13:15:40","133"
"26616968","117984338","1119","130","1","2024-04-30 13:17:14","298"
"26616969","117985246","1114","20","1","2024-04-30 13:17:18","4"
"26616995","117984338","1120","202","1","2024-04-30 13:18:50","298"
"26617000","117984338","1121","211","0","2024-04-30 13:19:04","298"
"26623945","118128839","8218","96","1","2024-04-30 20:17:44","13"
"26623970","118129462","8219","74","0","2024-04-30 20:20:43","36"
"26623973","118129462","8219","74","1","2024-04-30 20:21:00","36"
"26624046","118130860","8220","74","1","2024-04-30 20:27:53","13"
"26624124","118132586","797","123","0","2024-04-30 20:34:51","5"
"26624543","118136262","1118","25","1","2024-04-30 21:18:50","39"
"26624548","118136262","1118","25","1","2024-04-30 21:19:23","39"
"26624660","118141012","1119","130","1","2024-04-30 21:29:23","868"
"26624698","118141012","1120","202","1","2024-04-30 21:33:12","868"
"26624781","118141012","1120","202","1","2024-04-30 21:43:27","868"
"26624784","118141012","1121","211","1","2024-04-30 21:43:43","868"
"26639900","118435999","8218","96","0","2024-05-02 09:57:56","13"
"26639969","118437081","8219","74","0","2024-05-02 10:01:06","2"
"26640061","118439493","8220","74","1","2024-05-02 10:08:18","7"
"26643102","118493521","8220","74","1","2024-05-02 12:57:48","3"
"26643215","118496502","8219","74","0","2024-05-02 13:04:23","2"
"26643303","118498973","8218","96","0","2024-05-02 13:11:29","4"
"26671103","119027270","797","123","0","2024-05-05 14:16:31","219"
"26671131","119027270","798","288","1","2024-05-05 14:19:40","219"
"26671567","119033791","1134","50","1","2024-05-05 15:06:04","581"
"26671577","119033791","1135","84","1","2024-05-05 15:06:58","581"
"26671596","119033791","1135","84","1","2024-05-05 15:09:14","581"
"26671622","119033791","1136","200","1","2024-05-05 15:12:45","581"
"26671647","119033791","1137","291","1","2024-05-05 15:15:42","581"
"26671686","119035406","1138","52","1","2024-05-05 15:20:26","519"
"26671698","119035406","1139","78","1","2024-05-05 15:22:31","519"
"26671715","119035406","1138","52","1","2024-05-05 15:24:04","519"
"26671723","119035406","1139","78","1","2024-05-05 15:24:39","519"
"26671737","119035406","1140","180","1","2024-05-05 15:26:30","519"
"26671764","119035406","1141","231","1","2024-05-05 15:28:57","519"
"26671918","119038420","1142","68","1","2024-05-05 15:44:31","4358"
"26672410","119038420","1143","222","1","2024-05-05 16:52:31","4358"
"26672419","119038420","1144","308","1","2024-05-05 16:54:03","4358"
"26672438","119038420","1145","367","1","2024-05-05 16:57:03","4358"
"26672695","119047794","1146","80","1","2024-05-05 17:52:17","584"
"26672705","119047794","1147","117","1","2024-05-05 17:54:58","584"
"26672720","119047794","1148","225","1","2024-05-05 17:57:48","584"
"26672733","119047794","1149","421","1","2024-05-05 18:01:48","584"
"26673086","119056818","2216","84","1","2024-05-05 19:09:56","164"
"26673098","119056818","2217","195","1","2024-05-05 19:12:09","164"
"26673150","119058242","2218","203","1","2024-05-05 19:22:56","1637"
"26673299","119058242","2219","268","1","2024-05-05 19:49:49","1637"
"26676135","119095475","8219","74","0","2024-05-06 08:20:41","4"
"26676159","119109032","8221","68","1","2024-05-06 08:21:40","41"
"26676347","119114628","8220","74","0","2024-05-06 08:28:43","86"
"26676414","119117854","8221","68","1","2024-05-06 08:32:16","9"
"26676549","119120690","8221","68","1","2024-05-06 08:38:06","24"
"26680743","119203473","8220","74","0","2024-05-06 13:10:38","7"
"26681471","119217917","8221","68","0","2024-05-06 13:48:55","16"
"26681500","119217879","8221","68","1","2024-05-06 13:49:27","45"
"26683141","119245296","8221","68","0","2024-05-06 14:59:28","2"
"26683144","119245296","8221","68","1","2024-05-06 14:59:35","2"
"26687781","119364023","797","123","0","2024-05-07 07:37:35","14"
"26687791","119364507","797","123","1","2024-05-07 07:39:08","217"
"26687813","119364507","798","288","0","2024-05-07 07:42:33","217"
"26687831","119365123","797","123","0","2024-05-07 07:45:38","261"
"26687857","119365822","797","123","1","2024-05-07 07:48:25","192"
"26687867","119365123","798","288","1","2024-05-07 07:49:51","261"
"26687880","119365822","798","288","1","2024-05-07 07:51:25","192"
"26687915","119366966","797","123","1","2024-05-07 07:54:16","212"
"26687937","119367634","797","123","1","2024-05-07 07:56:05","195"
"26687976","119366966","798","288","1","2024-05-07 07:57:40","212"
"26688013","119367634","798","288","1","2024-05-07 07:59:09","195"
"26688049","119368732","797","123","1","2024-05-07 08:00:58","183"
"26688117","119369347","797","123","1","2024-05-07 08:02:48","220"
"26688147","119368984","797","123","1","2024-05-07 08:03:37","354"
"26688148","119369640","797","123","1","2024-05-07 08:03:38","185"
"26688151","119368732","798","288","1","2024-05-07 08:03:50","183"
"26688154","119367926","797","123","1","2024-05-07 08:03:52","201"
"26688181","119370561","1134","50","1","2024-05-07 08:04:23","268"
"26688250","119370561","1135","84","1","2024-05-07 08:05:26","268"
"26688305","119369347","798","288","1","2024-05-07 08:06:11","220"
"26688327","119369640","798","288","1","2024-05-07 08:06:29","185"
"26688358","119370532","797","123","1","2024-05-07 08:06:52","185"
"26688361","119367926","798","288","1","2024-05-07 08:06:55","201"
"26688449","119371597","797","123","1","2024-05-07 08:08:17","200"
"26688486","119370561","1136","200","1","2024-05-07 08:08:48","268"
"26688526","119368984","798","288","1","2024-05-07 08:09:21","354"
"26688527","119371687","797","123","1","2024-05-07 08:09:22","241"
"26688555","119370532","798","288","1","2024-05-07 08:09:46","185"
"26688625","119371597","798","288","1","2024-05-07 08:11:08","200"
"26688680","119374980","1142","68","1","2024-05-07 08:12:03","3"
"26688709","119371687","798","288","0","2024-05-07 08:12:36","241"
"26688728","119371687","798","288","1","2024-05-07 08:13:03","241"
"26688928","119378515","797","123","1","2024-05-07 08:16:47","186"
"26689068","119378515","798","288","1","2024-05-07 08:19:40","186"
"26689356","119387157","1137","291","1","2024-05-07 08:24:54","2"
"26689442","119388480","1134","50","1","2024-05-07 08:26:30","182"
"26689477","119388480","1135","84","1","2024-05-07 08:27:09","182"
"26689602","119388480","1136","200","1","2024-05-07 08:29:30","182"
"26689607","119389699","797","123","1","2024-05-07 08:29:38","5"
"26690388","119408197","869","13","1","2024-05-07 09:12:06","102"
"26690411","119408197","870","78","1","2024-05-07 09:13:34","102"
"26690447","119410064","870","78","1","2024-05-07 09:15:27","275"
"26690509","119410064","871","239","1","2024-05-07 09:18:15","275"
"26690529","119411226","1058","97","1","2024-05-07 09:18:58","705"
"26690546","119410064","872","311","1","2024-05-07 09:19:55","275"
"26690610","119411226","1059","312","1","2024-05-07 09:24:07","705"
"26690620","119413254","1322","26","1","2024-05-07 09:24:35","309"
"26690633","119413398","869","13","1","2024-05-07 09:25:56","408"
"26690638","119413398","869","13","1","2024-05-07 09:26:14","408"
"26690641","119413254","1323","127","1","2024-05-07 09:26:22","309"
"26690648","119413770","961","34","1","2024-05-07 09:26:54","454"
"26690657","119411226","1060","455","1","2024-05-07 09:27:18","705"
"26690663","119413398","870","78","1","2024-05-07 09:27:37","408"
"26690664","119413254","1324","178","1","2024-05-07 09:27:40","309"
"26690666","119413770","962","96","0","2024-05-07 09:28:06","454"
"26690678","119412970","1243","55","1","2024-05-07 09:28:49","293"
"26690681","119412970","1244","62","0","2024-05-07 09:29:08","293"
"26690683","119413770","962","96","1","2024-05-07 09:29:18","454"
"26690684","119412970","1244","62","1","2024-05-07 09:29:20","293"
"26690687","119412970","1244","62","1","2024-05-07 09:29:30","293"
"26690688","119413254","1325","266","0","2024-05-07 09:29:30","309"
"26690703","119411226","1061","588","1","2024-05-07 09:30:25","705"
"26690709","119413398","871","239","1","2024-05-07 09:30:42","408"
"26690710","119413770","963","170","0","2024-05-07 09:30:48","454"
"26690714","119412970","1245","140","0","2024-05-07 09:31:13","293"
"26690717","119414566","1322","26","1","2024-05-07 09:31:30","314"
"26690729","119413770","963","170","1","2024-05-07 09:32:19","454"
"26690730","119413398","872","311","1","2024-05-07 09:32:24","408"
"26690731","119415271","1254","40","1","2024-05-07 09:32:28","194"
"26690735","119412970","1245","140","1","2024-05-07 09:32:34","293"
"26690744","119413770","964","200","0","2024-05-07 09:32:59","454"
"26690748","119412970","1246","159","1","2024-05-07 09:33:06","293"
"26690749","119415271","1255","69","1","2024-05-07 09:33:09","194"
"26690751","119414566","1323","127","1","2024-05-07 09:33:17","314"
"26690755","119414477","885","77","0","2024-05-07 09:33:24","627"
"26690759","119413770","964","200","1","2024-05-07 09:33:34","454"
"26690765","119415271","1256","98","0","2024-05-07 09:33:50","194"
"26690768","119415631","961","34","0","2024-05-07 09:34:03","264"
"26690770","119413770","964","200","1","2024-05-07 09:34:17","454"
"26690771","119415410","885","77","0","2024-05-07 09:34:19","682"
"26690773","119414566","1324","178","1","2024-05-07 09:34:26","314"
"26690775","119415631","961","34","1","2024-05-07 09:34:36","264"
"26690785","119414477","885","77","0","2024-05-07 09:35:05","627"
"26690796","119416138","1254","40","1","2024-05-07 09:35:23","255"
"26690798","119415271","1257","191","1","2024-05-07 09:35:32","194"
"26690802","119415410","885","77","1","2024-05-07 09:35:44","682"
"26690804","119414477","885","77","1","2024-05-07 09:35:46","627"
"26690807","119415631","962","96","0","2024-05-07 09:35:47","264"
"26690811","119415631","962","96","1","2024-05-07 09:36:01","264"
"26690816","119416138","1255","69","1","2024-05-07 09:36:12","255"
"26690819","119416606","1226","27","1","2024-05-07 09:36:19","127"
"26690821","119414566","1325","266","1","2024-05-07 09:36:22","314"
"26690829","119416606","1226","27","1","2024-05-07 09:36:54","127"
"26690836","119415631","963","170","0","2024-05-07 09:37:20","264"
"26690840","119415631","963","170","0","2024-05-07 09:37:28","264"
"26690843","119416962","1254","40","1","2024-05-07 09:37:35","594"
"26690845","119415631","963","170","1","2024-05-07 09:37:37","264"
"26690846","119416138","1256","98","0","2024-05-07 09:37:47","255"
"26690852","119416606","1227","74","1","2024-05-07 09:38:04","127"
"26690856","119417643","1158","30","1","2024-05-07 09:38:11","230"
"26690858","119416962","1255","69","1","2024-05-07 09:38:15","594"
"26690859","119416294","945","186","1","2024-05-07 09:38:17","120"
"26690860","119415631","964","200","1","2024-05-07 09:38:18","264"
"26690872","119417537","1432","42","1","2024-05-07 09:38:54","251"
"26690874","119414477","886","193","1","2024-05-07 09:38:56","627"
"26690875","119416294","946","213","1","2024-05-07 09:38:57","120"
"26690883","119418002","962","96","1","2024-05-07 09:39:13","9"
"26690888","119418157","1158","30","1","2024-05-07 09:39:27","163"
"26690890","119416138","1257","191","1","2024-05-07 09:39:29","255"
"26690892","119417537","1432","42","1","2024-05-07 09:39:45","251"
"26690894","119415410","886","193","1","2024-05-07 09:39:54","682"
"26690897","119418551","1226","27","0","2024-05-07 09:40:00","127"
"26690900","119416294","947","278","1","2024-05-07 09:40:12","120"
"26690901","119417643","1161","87","1","2024-05-07 09:40:16","230"
"26690902","119418551","1226","27","1","2024-05-07 09:40:18","127"
"26690916","119418157","1161","87","1","2024-05-07 09:40:32","163"
"26690930","119418856","1226","27","1","2024-05-07 09:40:59","134"
"26690932","119417537","1432","42","0","2024-05-07 09:41:03","251"
"26690934","119418551","1227","74","1","2024-05-07 09:41:10","127"
"26690941","119414477","887","316","1","2024-05-07 09:41:24","627"
"26690944","119418157","1159","138","1","2024-05-07 09:41:29","163"
"26690946","119417643","1159","138","1","2024-05-07 09:41:31","230"
"26690948","119416962","1256","98","0","2024-05-07 09:41:35","594"
"26690949","119418551","1228","93","1","2024-05-07 09:41:36","127"
"26690960","119418856","1227","74","1","2024-05-07 09:41:54","134"
"26690962","119417643","1160","156","1","2024-05-07 09:41:57","230"
"26690966","119418551","1229","117","1","2024-05-07 09:42:04","127"
"26690969","119418157","1160","156","1","2024-05-07 09:42:06","163"
"26690972","119419495","1226","27","1","2024-05-07 09:42:13","201"
"26690976","119418856","1228","93","1","2024-05-07 09:42:20","134"
"26690978","119416962","1256","98","0","2024-05-07 09:42:28","594"
"26690997","119414477","888","390","1","2024-05-07 09:42:49","627"
"26690999","119417537","1433","126","1","2024-05-07 09:42:50","251"
"26691006","119418856","1229","117","1","2024-05-07 09:43:00","134"
"26691010","119415410","887","316","1","2024-05-07 09:43:02","682"
"26691016","119419866","901","31","1","2024-05-07 09:43:13","318"
"26691027","119419495","1227","74","1","2024-05-07 09:43:34","201"
"26691034","119419984","865","37","1","2024-05-07 09:43:42","360"
"26691039","119419984","866","49","1","2024-05-07 09:43:58","360"
"26691044","119416962","1256","98","1","2024-05-07 09:44:07","594"
"26691046","119419495","1228","93","1","2024-05-07 09:44:14","201"
"26691049","119419984","867","63","1","2024-05-07 09:44:17","360"
"26691055","119420377","1432","42","1","2024-05-07 09:44:28","7"
"26691062","119419866","902","107","1","2024-05-07 09:44:38","318"
"26691064","119420251","1243","55","1","2024-05-07 09:44:41","207"
